"country","iso2c","iso3c","year","poblacion_total","crecimiento_poblacion","tasa_natalidad","tasa_mortalidad","migracion_neta","tasa_fecundidad","esperanza_vida","mortalidad_niniez","poblacion_0_14","poblacion_15_64","poblacion_65_mas","dependencia_total","dependencia_joven","dependencia_mayores"
"Afghanistan","AF","AFG",1980,13169311,-3.62580787978915,53.452,25.706,-1174239,7.643,39.258,245.2,46.0564282346879,51.4266330475971,2.51693871771505,94.4517656835338,89.5575407310677,4.89422495246609
"Afghanistan","AF","AFG",1981,11937581,-9.81977073931242,55.185,26.413,-1998086,7.617,39.406,239,46.266479783467,51.2400753553002,2.49344486123277,95.1597438213452,90.2935428101997,4.86620101114549
"Afghanistan","AF","AFG",1982,10991378,-8.25803438536739,51.973,28.026,-500998,7.6,36.058,277,46.4710839714547,51.0681008332167,2.46081519532856,95.8169549452993,90.9982526552229,4.81870229007634
"Afghanistan","AF","AFG",1983,10917982,-0.669999256586122,51.173,27.013,-172797,7.57,36.517,271.2,46.6476817785558,50.928972038972,2.42334618247218,96.3518916570271,91.5936145784776,4.75827707854952
"Afghanistan","AF","AFG",1984,11190221,2.46291172007885,50.351,32.008,248224,7.554,31.473,303.8,46.820695193567,50.8047092722874,2.37459553414559,96.8321378522571,92.158178865358,4.67395898689905
"Afghanistan","AF","AFG",1985,11426852,2.09257523944359,51.693,31.699,-208685,7.55,32.132,296,47.0002324349698,50.6836528555721,2.31611470945804,97.3022747294073,92.7325277223042,4.56974700710311
"Afghanistan","AF","AFG",1986,11420074,-0.0593340233066949,52.195,25.044,-343397,7.553,38.4,250.5,47.160217488968,50.5628050467451,2.2769774642869,97.7738465721445,93.2705725878936,4.50327398425093
"Afghanistan","AF","AFG",1987,11387818,-0.282849651384286,52.222,24.617,-345535,7.548,38.831,244.2,47.2958582892764,50.4483057927205,2.25583591800308,98.2227033395005,93.7511325142155,4.47157082528498
"Afghanistan","AF","AFG",1988,11523298,1.18267114653938,51.708,20.606,-56263,7.551,43.238,194.3,47.421250409388,50.334630762825,2.24411882778698,98.6703927392961,94.2119844302162,4.4584083090799
"Afghanistan","AF","AFG",1989,11874088,2.9987647953118,51.682,19.582,18296,7.559,44.496,187.8,47.5389730983971,50.2181683342754,2.24285856732744,99.131117841189,94.6648881283405,4.46622971284846
"Afghanistan","AF","AFG",1990,12045660,1.43458821147838,52.888,19.479,-458737,7.576,45.118,181.4,47.6732698747931,50.0840136613519,2.24271646385503,99.6645090710183,95.1866002536073,4.47790881741105
"Afghanistan","AF","AFG",1991,12238879,1.59132588364829,52.279,18.783,32782,7.631,45.521,175.2,47.8412524545753,49.9166876312773,2.24205991414737,100.333805677725,95.8422017261386,4.49160395158615
"Afghanistan","AF","AFG",1992,13278974,8.15641941048095,50.315,17.17,1197329,7.703,46.569,169.1,48.0389617465537,49.718846867192,2.24219138625437,101.130964399038,96.6212234099997,4.50974098903797
"Afghanistan","AF","AFG",1993,14943172,11.8072591071712,50.834,14.613,1149684,7.761,51.021,163.5,48.2471626506072,49.5057508539686,2.24708649542413,101.99673440322,97.4576927594942,4.53904164372607
"Afghanistan","AF","AFG",1994,16250794,8.38872960212999,52.41,14.929,315206,7.767,50.969,158.3,48.4838695117337,49.2618899340583,2.25424055420798,102.99668425802,98.4206505369843,4.57603372103597
"Afghanistan","AF","AFG",1995,17065836,4.89368011973163,52.683,14.403,52505,7.767,52.103,153.4,48.7431804906358,48.997366697927,2.25945281143721,104.092606744234,99.4812247587544,4.61138198547922
"Afghanistan","AF","AFG",1996,17763266,4.00540467357125,52.491,13.928,4072,7.757,52.83,148.8,49.0096387680058,48.7272526347351,2.26310859725909,105.223953365424,100.579512433176,4.64444093224788
"Afghanistan","AF","AFG",1997,18452091,3.80450803445817,52.117,13.651,-21215,7.732,53.212,144.4,49.2884207733308,48.4467031826717,2.26487604399751,106.412388709347,101.737403838947,4.67498487040001
"Afghanistan","AF","AFG",1998,19159996,3.7646866376293,51.457,13.886,7380,7.693,52.487,140.2,49.5648968184778,48.1710394973736,2.26406368414857,107.593615693214,102.893558734975,4.70005695823933
